"run_id","id","db_id","difficulty","primary_trace_class","primary_trace_subcategory","control_flow_class","control_flow_subcategory","semantic_error_class","semantic_subcategory","attribution_scope","sql_change_type","retrieval_diagnostic","gold_detail_table_misses","gold_detail_column_name_misses","final_tables_outside_detailed_context","question","predicted_sql","gold_sql","semantic_fix_idea","semantic_notes"
"20260714T090249Z-4d55cdb8","bird_115","financial","challenging","UNVERIFIED_FINAL","final_sql_changed_after_unparseable_observation","UNVERIFIED_FINAL","final_sql_changed_after_unparseable_observation","AGGREGATION_REASONING","aggregation_or_grouping_mismatch","automatic_sql_structure","expression_or_projection_only","retrieval_complete_mining_abstained_semantic_failure","[]","[]","[]","For the branch which located in the south Bohemia with biggest number of inhabitants, what is the percentage of the male clients?","SELECT 100.0 * SUM(CASE WHEN gender = 'M' THEN 1 ELSE 0 END) / COUNT(*) AS percentage_of_male_clients FROM client WHERE district_id = (SELECT district_id FROM district WHERE A3 = 'south Bohemia' ORDER BY CAST(A4 AS INTEGER) DESC LIMIT 1)","SELECT CAST(SUM(T1.gender = 'M') AS REAL) * 100 / COUNT(T1.client_id) FROM client AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id WHERE T2.A3 = 'south Bohemia' GROUP BY T2.A4 ORDER BY T2.A4 DESC LIMIT 1","生成 SQL 前明确统计对象、分组键、聚合函数和聚合后的排序字段。","[AUTO confidence=medium] 预测与 gold 的聚合结构不同：group by。"
"20260714T090249Z-4d55cdb8","bird_1166","thrombosis_prediction","simple","UNVERIFIED_FINAL","final_sql_rewritten_after_incorrect_observation","UNVERIFIED_FINAL","final_sql_rewritten_after_incorrect_observation","SEMANTIC_REVIEW_REQUIRED","filter_scope_or_expression_mismatch","automatic_sql_structure","expression_or_projection_only","retrieval_complete_mining_abstained_semantic_failure","[]","[]","[]","What are the symptoms observed by the youngest patient to ever did a medical examination? Identify their diagnosis.","SELECT E.Symptoms, E.Diagnosis FROM Examination AS E INNER JOIN Patient AS P ON E.ID = P.ID WHERE E.Symptoms IS NOT NULL ORDER BY P.Birthday DESC LIMIT 1","SELECT T2.Symptoms, T1.Diagnosis FROM Patient AS T1 INNER JOIN Examination AS T2 ON T1.ID = T2.ID WHERE T2.Symptoms IS NOT NULL ORDER BY T1.Birthday DESC LIMIT 1","记录过滤字段、取值、时间范围和作用层级后再生成 SQL。","[AUTO confidence=low] 最终 SQL 已执行成功，但结果与 gold 不同；自动规则未发现更具体结构错误，需复核过滤范围或 gold 噪声。"
"20260714T090249Z-4d55cdb8","bird_1168","thrombosis_prediction","challenging","UNVERIFIED_FINAL","final_sql_rewritten_after_incorrect_observation","UNVERIFIED_FINAL","final_sql_rewritten_after_incorrect_observation","OUTPUT_CONTRACT","output_column_count_mismatch","automatic_sql_structure","expression_or_projection_only","retrieval_complete_mining_abstained_semantic_failure","[]","[]","[]","The oldest SJS patient's medical laboratory work was completed on what date, and what age was the patient when they initially arrived at the hospital?","SELECT L.Date, CAST(strftime('%Y', P.`First Date`) AS INTEGER) - CAST(strftime('%Y', P.Birthday) AS INTEGER) AS age FROM Patient AS P INNER JOIN Laboratory AS L ON P.ID = L.ID WHERE P.Diagnosis = 'SJS' AND P.Birthday IS NOT NULL AND P.`First Date` IS NOT NULL ORDER BY P.Birthday ASC, L.Date ASC LIMIT 1","SELECT T1.Date, STRFTIME('%Y', T2.`First Date`) - STRFTIME('%Y', T2.Birthday),T2.Birthday FROM Laboratory AS T1 INNER JOIN Patient AS T2 ON T1.ID = T2.ID WHERE T2.Diagnosis = 'SJS' AND T2.Birthday IS NOT NULL ORDER BY T2.Birthday ASC LIMIT 1","生成输出契约并检查列数、顺序和每列含义。","[AUTO confidence=medium] 预测列数=2，gold 列数=3；需复核 gold 合理性。"
"20260714T090249Z-4d55cdb8","bird_1175","thrombosis_prediction","moderate","UNVERIFIED_FINAL","final_sql_rewritten_after_incorrect_observation","UNVERIFIED_FINAL","final_sql_rewritten_after_incorrect_observation","AGGREGATION_REASONING","aggregation_or_grouping_mismatch","automatic_sql_structure","tables, ORDER BY, aggregate","retrieval_complete_mining_abstained_semantic_failure","[]","[]","[]","How old was the patient who had the highest hemoglobin count at the time of the examination, and what is the doctor's diagnosis?","SELECT CAST(strftime('%Y', E.[Examination Date]) AS INTEGER) - CAST(strftime('%Y', P.Birthday) AS INTEGER) AS age, E.Diagnosis FROM Laboratory AS L INNER JOIN Patient AS P ON P.ID = L.ID INNER JOIN Examination AS E ON E.ID = P.ID WHERE L.HGB = (SELECT MAX(HGB) FROM Laboratory) LIMIT 1","SELECT STRFTIME('%Y', T2.Date) - STRFTIME('%Y', T1.Birthday), T1.Diagnosis FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID ORDER BY T2.HGB DESC LIMIT 1","生成 SQL 前明确统计对象、分组键、聚合函数和聚合后的排序字段。","[AUTO confidence=medium] 预测与 gold 的聚合结构不同：max(。"
"20260714T090249Z-4d55cdb8","bird_1179","thrombosis_prediction","moderate","UNVERIFIED_FINAL","final_sql_rewritten_after_incorrect_observation","UNVERIFIED_FINAL","final_sql_rewritten_after_incorrect_observation","OUTPUT_CONTRACT","output_column_count_mismatch","automatic_sql_structure","LIMIT","retrieval_complete_mining_abstained_semantic_failure","[]","[]","[]","For the patient who was diagnosed with SLE on 1994/2/19, what was his/her anti-Cardiolipin antibody concentration status on 1993/11/12?","SELECT E.""aCL IgM"" FROM Patient AS P INNER JOIN Examination AS E ON P.ID = E.ID WHERE lower(TRIM(P.Diagnosis)) = 'sle' AND REPLACE(TRIM(P.Description), '/', '-') = '1994-02-19' AND REPLACE(TRIM(E.""Examination Date""), '/', '-') = '1993-11-12' LIMIT 1;","SELECT `aCL IgA`, `aCL IgG`, `aCL IgM` FROM Examination WHERE ID IN ( SELECT ID FROM Patient WHERE Diagnosis = 'SLE' AND Description = '1994-02-19' ) AND `Examination Date` = '1993-11-12'","生成输出契约并检查列数、顺序和每列含义。","[AUTO confidence=medium] 预测列数=1，gold 列数=3；需复核 gold 合理性。"
"20260714T090249Z-4d55cdb8","bird_118","financial","moderate","UNVERIFIED_FINAL","final_sql_rewritten_after_incorrect_observation","UNVERIFIED_FINAL","final_sql_rewritten_after_incorrect_observation","AGGREGATION_REASONING","aggregation_or_grouping_mismatch","automatic_sql_structure","expression_or_projection_only","retrieval_complete_mining_abstained_semantic_failure","[]","[]","[]","For loan amount less than USD100,000, what is the percentage of accounts that is still running with no issue.","SELECT CAST(SUM(CASE WHEN status = 'C' THEN amount ELSE 0 END) AS REAL) * 100.0 / SUM(amount) AS percentage FROM loan WHERE amount < 100000","SELECT CAST(SUM(status = 'C') AS REAL) * 100 / COUNT(account_id) FROM loan WHERE amount < 100000","生成 SQL 前明确统计对象、分组键、聚合函数和聚合后的排序字段。","[AUTO confidence=medium] 预测与 gold 的聚合结构不同：count(。"
"20260714T090249Z-4d55cdb8","bird_1205","thrombosis_prediction","moderate","UNVERIFIED_FINAL","final_sql_rewritten_after_incorrect_observation","UNVERIFIED_FINAL","final_sql_rewritten_after_incorrect_observation","OUTPUT_CONTRACT","yes_no_vs_row_output_mismatch","automatic_sql_structure","expression_or_projection_only","retrieval_complete_mining_abstained_semantic_failure","[]","[]","[]","Was the patient with the number 57266's uric acid within a normal range?","SELECT CASE WHEN EXISTS (SELECT 1 FROM Patient AS P INNER JOIN Laboratory AS L ON P.ID = L.ID WHERE P.ID = 57266 AND L.UA IS NOT NULL AND ((P.SEX = 'M' AND L.UA > 8.0) OR (P.SEX = 'F' AND L.UA > 6.5))) THEN 'Yes' ELSE 'No' END AS answer","SELECT CASE WHEN (T1.SEX = 'F' AND T2.UA > 6.5) OR (T1.SEX = 'M' AND T2.UA > 8.0) THEN true ELSE false END FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T1.ID = 57266","在 FINAL 前检查应返回单个 YES/NO 还是逐行原始字段。","[AUTO confidence=medium] 预测与 gold 的 YES/NO 输出形式不同；可能包含 gold/Hint 冲突。"
"20260714T090249Z-4d55cdb8","bird_1225","thrombosis_prediction","moderate","UNVERIFIED_FINAL","final_sql_changed_after_unparseable_observation","UNVERIFIED_FINAL","final_sql_changed_after_unparseable_observation","SEMANTIC_REVIEW_REQUIRED","filter_scope_or_expression_mismatch","automatic_sql_structure","expression_or_projection_only","retrieval_complete_mining_abstained_semantic_failure","[]","[]","[]","List and group all patients by sex for total bilirubin (T-BIL) level not within the normal range.","SELECT P.SEX, GROUP_CONCAT(DISTINCT P.ID) AS IDs FROM Laboratory AS L INNER JOIN Patient AS P ON L.ID = P.ID WHERE L.""T-BIL"" >= 2.0 GROUP BY P.SEX ORDER BY P.SEX","SELECT T1.ID,T1.SEX FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.`T-BIL` >= 2.0 GROUP BY T1.SEX,T1.ID","记录过滤字段、取值、时间范围和作用层级后再生成 SQL。","[AUTO confidence=low] 最终 SQL 已执行成功，但结果与 gold 不同；自动规则未发现更具体结构错误，需复核过滤范围或 gold 噪声。"
"20260714T090249Z-4d55cdb8","bird_1235","thrombosis_prediction","moderate","UNVERIFIED_FINAL","final_sql_rewritten_after_incorrect_observation","UNVERIFIED_FINAL","final_sql_rewritten_after_incorrect_observation","SEMANTIC_REVIEW_REQUIRED","filter_scope_or_expression_mismatch","automatic_sql_structure","expression_or_projection_only","retrieval_complete_mining_abstained_semantic_failure","[]","[]","[]","What are the patient's diagnosis for those who has lower red blood blood cell? State their ID and age.","SELECT DISTINCT T1.ID, CAST(strftime('%Y', CURRENT_TIMESTAMP) AS INTEGER) - CAST(strftime('%Y', T1.Birthday) AS INTEGER) AS age, T1.Diagnosis FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.RBC < 3.5 ORDER BY T1.ID","SELECT DISTINCT T1.Diagnosis, T1.ID , STRFTIME('%Y', CURRENT_TIMESTAMP) -STRFTIME('%Y', T1.Birthday) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.RBC < 3.5","记录过滤字段、取值、时间范围和作用层级后再生成 SQL。","[AUTO confidence=low] 最终 SQL 已执行成功，但结果与 gold 不同；自动规则未发现更具体结构错误，需复核过滤范围或 gold 噪声。"
"20260714T090249Z-4d55cdb8","bird_1239","thrombosis_prediction","challenging","SEMANTIC_REVIEW_REQUIRED","filter_scope_or_expression_mismatch","","","SEMANTIC_REVIEW_REQUIRED","filter_scope_or_expression_mismatch","automatic_sql_structure","","retrieval_complete_mining_abstained_semantic_failure","[]","[]","[]","Name the ID and age of patient with two or more laboratory examinations which show their hematoclit level exceeded the normal range.","SELECT P.ID, CAST(strftime('%Y','now') AS INTEGER) - CAST(strftime('%Y', P.Birthday) AS INTEGER) AS age FROM Patient AS P INNER JOIN Laboratory AS L ON P.ID = L.ID WHERE L.HCT >= 52 GROUP BY P.ID, P.Birthday HAVING COUNT(L.ID) > 2","SELECT DISTINCT T1.ID, STRFTIME('%Y', CURRENT_TIMESTAMP) - STRFTIME('%Y', T1.Birthday) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T1.ID IN ( SELECT ID FROM Laboratory WHERE HCT >= 52 GROUP BY ID HAVING COUNT(ID) >= 2 )","记录过滤字段、取值、时间范围和作用层级后再生成 SQL。","[AUTO confidence=low] 最终 SQL 已执行成功，但结果与 gold 不同；自动规则未发现更具体结构错误，需复核过滤范围或 gold 噪声。"
"20260714T090249Z-4d55cdb8","bird_1241","thrombosis_prediction","challenging","UNVERIFIED_FINAL","final_sql_rewritten_after_incorrect_observation","UNVERIFIED_FINAL","final_sql_rewritten_after_incorrect_observation","OUTPUT_CONTRACT","output_column_count_mismatch","automatic_sql_structure","tables, GROUP BY","retrieval_complete_mining_abstained_semantic_failure","[]","[]","[]","For patients with abnormal platelet level, state the number of patients with lower than normal range. How is it compare to the number of patients with higher than normal range?","WITH patient_flags AS (SELECT ID, MAX(CASE WHEN PLT < 100 THEN 1 ELSE 0 END) AS lower_flag, MAX(CASE WHEN PLT > 400 THEN 1 ELSE 0 END) AS higher_flag FROM Laboratory WHERE PLT <= 100 OR PLT >= 400 GROUP BY ID) SELECT COALESCE(SUM(lower_flag), 0) AS lower_than_normal_range, COALESCE(SUM(higher_flag), 0) AS higher_than_normal_range, COALESCE(SUM(lower_flag), 0) - COALESCE(SUM(higher_flag), 0) AS calculation FROM patient_flags;","SELECT SUM(CASE WHEN T2.PLT <= 100 THEN 1 ELSE 0 END) - SUM(CASE WHEN T2.PLT >= 400 THEN 1 ELSE 0 END) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID","生成输出契约并检查列数、顺序和每列含义。","[AUTO confidence=medium] 预测列数=3，gold 列数=1；需复核 gold 合理性。"
"20260714T090249Z-4d55cdb8","bird_1242","thrombosis_prediction","challenging","SEMANTIC_REVIEW_REQUIRED","filter_scope_or_expression_mismatch","","","SEMANTIC_REVIEW_REQUIRED","filter_scope_or_expression_mismatch","automatic_sql_structure","","retrieval_complete_mining_abstained_semantic_failure","[]","[]","[]","For laboratory examinations take in 1984, list all patients below 50 years old with normal platelet level.","SELECT DISTINCT T1.ID FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE strftime('%Y', T2.Date) = '1984' AND CAST(strftime('%Y', current_timestamp) AS INTEGER) - CAST(strftime('%Y', T1.Birthday) AS INTEGER) < 50 AND T2.PLT BETWEEN 100 AND 400 ORDER BY T1.ID","SELECT DISTINCT T1.ID FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.PLT BETWEEN 100 AND 400 AND STRFTIME('%Y', T2.Date) - STRFTIME('%Y', T1.Birthday) < 50 AND STRFTIME('%Y', T2.Date) = '1984'","记录过滤字段、取值、时间范围和作用层级后再生成 SQL。","[AUTO confidence=low] 最终 SQL 已执行成功，但结果与 gold 不同；自动规则未发现更具体结构错误，需复核过滤范围或 gold 噪声。"
