"run_id","id","db_id","difficulty","failure_attribution","failure_subcategory","primary_trace_class","primary_trace_subcategory","control_flow_class","control_flow_subcategory","semantic_error_class","semantic_subcategory","wrong_turn","sql_change_type","fix_idea","semantic_fix_idea","notes","semantic_notes","retrieval_diagnostic","schema_selected_tables","gold_detail_table_misses","gold_detail_column_name_misses","execution_count","earliest_problem_stage","earliest_problem_turn","terminal_transition","ever_executed_gold_matching_result","query_plan_initial_valid","query_plan_invalid_initial_count","query_plan_revision_count","query_plan_invalid_revision_count","query_plan_adherence_pass_count","query_plan_adherence_fail_count","question","predicted_sql","gold_sql"
"20260714T210045Z-11af1da6","bird_1252","thrombosis_prediction","moderate","SCHEMA_LINKING","table_or_join_path_mismatch","SCHEMA_LINKING","table_or_join_path_mismatch","","","SCHEMA_LINKING","table_or_join_path_mismatch","1","","生成 SQL 前记录表、字段来源和 JOIN 路径，并通过 Schema 校验。","生成 SQL 前记录表、字段来源和 JOIN 路径，并通过 Schema 校验。","[AUTO confidence=medium] 表集合不同：pred=['examination', 'laboratory']，gold=['examination', 'laboratory', 'patient']；需复核 gold。","[AUTO confidence=medium] 表集合不同：pred=['examination', 'laboratory']，gold=['examination', 'laboratory', 'patient']；需复核 gold。","retrieval_complete_mining_abstained_semantic_failure","[""Laboratory"", ""Examination"", ""Patient""]","[]","[]","1","first_nonmatching_execution","1","final_same_as_last_execution","false","true","0","0","0","1","0","Among the patients with a normal Ig G level, how many of them have symptoms?","SELECT COUNT(DISTINCT L.ID) AS patient_count FROM Laboratory AS L INNER JOIN Examination AS E ON L.ID = E.ID WHERE L.IGG > 900 AND L.IGG < 2000 AND E.Symptoms IS NOT NULL","SELECT COUNT(T1.ID) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID INNER JOIN Examination AS T3 ON T3.ID = T2.ID WHERE T2.IGG BETWEEN 900 AND 2000 AND T3.Symptoms IS NOT NULL"
"20260714T210045Z-11af1da6","bird_1254","thrombosis_prediction","moderate","SEMANTIC_REVIEW_REQUIRED","filter_scope_or_expression_mismatch","UNVERIFIED_FINAL","final_sql_rewritten_after_incorrect_observation","UNVERIFIED_FINAL","final_sql_rewritten_after_incorrect_observation","SEMANTIC_REVIEW_REQUIRED","filter_scope_or_expression_mismatch","2","expression_or_projection_only","成功 observation 后若为了语义改写 SQL，先执行改写版本；记录改写的是投影、过滤、聚合还是排序。","记录过滤字段、取值、时间范围和作用层级后再生成 SQL。","[AUTO confidence=high] 最终 SQL 与最近执行 SQL 不同；最近 observation=successful rows; last execution differs from gold；结构改写=expression_or_projection_only。","[AUTO confidence=low] 最终 SQL 已执行成功，但结果与 gold 不同；自动规则未发现更具体结构错误，需复核过滤范围或 gold 噪声。","retrieval_complete_mining_abstained_semantic_failure","[""Laboratory"", ""Patient"", ""Examination""]","[]","[]","2","first_nonmatching_execution","1","unverified_rewrite_after_nonmatching_execution","false","true","0","0","0","2","0","How many patients with a normal Ig A level came to the hospital after 1990/1/1?","SELECT COUNT(DISTINCT P.ID) AS patient_count FROM Patient AS P INNER JOIN Laboratory AS L ON P.ID = L.ID WHERE L.IGA > 80 AND L.IGA < 500 AND CAST(strftime('%Y', P.[First Date]) AS INTEGER) >= 1990","SELECT COUNT(T1.ID) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.IGA BETWEEN 80 AND 500 AND  strftime('%Y',  T1.`First Date`) > '1990'"
"20260714T210045Z-11af1da6","bird_1265","thrombosis_prediction","moderate","SEMANTIC_REVIEW_REQUIRED","filter_scope_or_expression_mismatch","SEMANTIC_REVIEW_REQUIRED","filter_scope_or_expression_mismatch","","","SEMANTIC_REVIEW_REQUIRED","filter_scope_or_expression_mismatch","2","","记录过滤字段、取值、时间范围和作用层级后再生成 SQL。","记录过滤字段、取值、时间范围和作用层级后再生成 SQL。","[AUTO confidence=low] 最终 SQL 已执行成功，但结果与 gold 不同；自动规则未发现更具体结构错误，需复核过滤范围或 gold 噪声。","[AUTO confidence=low] 最终 SQL 已执行成功，但结果与 gold 不同；自动规则未发现更具体结构错误，需复核过滤范围或 gold 噪声。","retrieval_complete_mining_abstained_semantic_failure","[""Laboratory"", ""Patient"", ""Examination""]","[]","[]","2","first_nonmatching_execution","1","final_same_as_last_execution","false","true","0","1","0","2","0","How many patients have a normal level of anti-ribonuclear protein and have been admitted to the hospital?","SELECT COUNT(DISTINCT T1.ID) FROM Laboratory AS T1 INNER JOIN Patient AS T2 ON T1.ID = T2.ID WHERE T1.RNP IN ('negative', '0') AND T2.Admission = '+'","SELECT COUNT(DISTINCT T1.ID) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.RNP = 'negative' OR T2.RNP = '0' AND T1.Admission = '+'"
"20260714T210045Z-11af1da6","bird_1267","thrombosis_prediction","moderate","SEMANTIC_REVIEW_REQUIRED","filter_scope_or_expression_mismatch","UNVERIFIED_FINAL","final_sql_rewritten_after_incorrect_observation","UNVERIFIED_FINAL","final_sql_rewritten_after_incorrect_observation","SEMANTIC_REVIEW_REQUIRED","filter_scope_or_expression_mismatch","2","expression_or_projection_only","成功 observation 后若为了语义改写 SQL，先执行改写版本；记录改写的是投影、过滤、聚合还是排序。","记录过滤字段、取值、时间范围和作用层级后再生成 SQL。","[AUTO confidence=high] 最终 SQL 与最近执行 SQL 不同；最近 observation=successful rows; last execution differs from gold；结构改写=expression_or_projection_only。","[AUTO confidence=low] 最终 SQL 已执行成功，但结果与 gold 不同；自动规则未发现更具体结构错误，需复核过滤范围或 gold 噪声。","retrieval_complete_mining_abstained_semantic_failure","[""Laboratory"", ""Examination"", ""Patient""]","[]","[]","1","first_nonmatching_execution","1","unverified_rewrite_after_nonmatching_execution","false","true","0","0","0","1","0","Among the patients with normal anti-SM, how many of them does not have thrombosis?","SELECT COUNT(DISTINCT T1.ID) FROM Laboratory AS T1 INNER JOIN Examination AS T2 ON T1.ID = T2.ID WHERE T1.SM IN ('negative', '0') AND T2.Thrombosis = 0","SELECT COUNT(T1.ID) FROM Examination AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.SM IN ('negative','0') AND T1.Thrombosis = 0"
"20260714T210045Z-11af1da6","bird_1029","european_football_2","moderate","OUTPUT_CONTRACT","output_column_count_mismatch","OUTPUT_CONTRACT","output_column_count_mismatch","","","OUTPUT_CONTRACT","output_column_count_mismatch","1","","生成输出契约并检查列数、顺序和每列含义。","生成输出契约并检查列数、顺序和每列含义。","[AUTO confidence=medium] 预测列数=2，gold 列数=1；需复核 gold 合理性。","[AUTO confidence=medium] 预测列数=2，gold 列数=1；需复核 gold 合理性。","retrieval_complete_mining_abstained_semantic_failure","[""Team_Attributes"", ""Player_Attributes"", ""Match"", ""Team"", ""Player"", ""Country""]","[]","[]","1","first_nonmatching_execution","1","final_same_as_last_execution","false","true","0","0","0","1","0","What are the speed in which attacks are put together of the top 4 teams with the highest build Up Play Speed?","SELECT Team.team_long_name, MAX(Team_Attributes.buildUpPlaySpeed) AS buildUpPlaySpeed FROM Team_Attributes JOIN Team ON Team_Attributes.team_api_id = Team.team_api_id GROUP BY Team.team_api_id, Team.team_long_name ORDER BY MAX(Team_Attributes.buildUpPlaySpeed) DESC, Team.team_long_name ASC LIMIT 4","SELECT t1.buildUpPlaySpeed FROM Team_Attributes AS t1 INNER JOIN Team AS t2 ON t1.team_api_id = t2.team_api_id ORDER BY t1.buildUpPlaySpeed ASC LIMIT 4"
"20260714T210045Z-11af1da6","bird_1031","european_football_2","challenging","SEMANTIC_REVIEW_REQUIRED","filter_scope_or_expression_mismatch","SEMANTIC_REVIEW_REQUIRED","filter_scope_or_expression_mismatch","","","SEMANTIC_REVIEW_REQUIRED","filter_scope_or_expression_mismatch","1","","记录过滤字段、取值、时间范围和作用层级后再生成 SQL。","记录过滤字段、取值、时间范围和作用层级后再生成 SQL。","[AUTO confidence=low] 最终 SQL 已执行成功，但结果与 gold 不同；自动规则未发现更具体结构错误，需复核过滤范围或 gold 噪声。","[AUTO confidence=low] 最终 SQL 已执行成功，但结果与 gold 不同；自动规则未发现更具体结构错误，需复核过滤范围或 gold 噪声。","retrieval_complete_mining_abstained_semantic_failure","[""Player_Attributes"", ""Match"", ""Team_Attributes"", ""Player"", ""Team"", ""Country""]","[]","[]","1","first_nonmatching_execution","1","final_same_as_last_execution","false","true","0","0","0","1","0","At present, calculate for the player's age who have a sprint speed of no less than 97 between 2013 to 2015.","SELECT CAST((julianday('now') - julianday(P.birthday)) / 365.25 AS INTEGER) AS age FROM Player_Attributes AS PA INNER JOIN Player AS P ON PA.player_api_id = P.player_api_id WHERE PA.sprint_speed >= 97 AND CAST(strftime('%Y', PA.date) AS INTEGER) BETWEEN 2013 AND 2015","SELECT DISTINCT DATETIME() - T2.birthday age FROM Player_Attributes AS t1 INNER JOIN Player AS t2 ON t1.player_api_id = t2.player_api_id WHERE STRFTIME('%Y',t1.`date`) >= '2013' AND STRFTIME('%Y',t1.`date`) <= '2015' AND t1.sprint_speed >= 97"
"20260714T210045Z-11af1da6","bird_1058","european_football_2","challenging","AGGREGATION_REASONING","aggregation_or_grouping_mismatch","AGGREGATION_REASONING","aggregation_or_grouping_mismatch","","","AGGREGATION_REASONING","aggregation_or_grouping_mismatch","1","","生成 SQL 前明确统计对象、分组键、聚合函数和聚合后的排序字段。","生成 SQL 前明确统计对象、分组键、聚合函数和聚合后的排序字段。","[AUTO confidence=medium] 预测与 gold 的聚合结构不同：group by。","[AUTO confidence=medium] 预测与 gold 的聚合结构不同：group by。","retrieval_complete_mining_abstained_semantic_failure","[""Player_Attributes"", ""Player"", ""Match"", ""Team_Attributes"", ""Team"", ""Country""]","[]","[]","1","first_nonmatching_execution","1","final_same_as_last_execution","false","true","0","0","0","1","0","Who has the highest average finishing rate between the highest and shortest football player?","WITH extreme_players AS ( SELECT p.player_api_id, p.player_name FROM Player AS p WHERE p.height = (SELECT MAX(height) FROM Player) OR p.height = (SELECT MIN(height) FROM Player) ), player_avg AS ( SELECT ep.player_api_id, ep.player_name, AVG(pa.finishing) AS avg_finishing FROM extreme_players AS ep JOIN Player_Attributes AS pa ON ep.player_api_id = pa.player_api_id GROUP BY ep.player_api_id, ep.player_name ) SELECT player_name FROM player_avg ORDER BY avg_finishing DESC, player_name ASC LIMIT 1;","SELECT A FROM ( SELECT AVG(finishing) result, 'Max' A FROM Player AS T1 INNER JOIN Player_Attributes AS T2 ON T1.player_api_id = T2.player_api_id WHERE T1.height = ( SELECT MAX(height) FROM Player ) UNION SELECT AVG(finishing) result, 'Min' A FROM Player AS T1 INNER JOIN Player_Attributes AS T2 ON T1.player_api_id = T2.player_api_id WHERE T1.height = ( SELECT MIN(height) FROM Player ) ) ORDER BY result DESC LIMIT 1"
"20260714T210045Z-11af1da6","bird_1092","european_football_2","simple","AGGREGATION_REASONING","aggregation_or_grouping_mismatch","UNVERIFIED_FINAL","final_without_db_execution","UNVERIFIED_FINAL","final_without_db_execution","AGGREGATION_REASONING","aggregation_or_grouping_mismatch","3","no_prior_execution","在首次 FINAL 前先执行将要提交的 SQL，并把执行状态写入 trace。","生成 SQL 前明确统计对象、分组键、聚合函数和聚合后的排序字段。","[AUTO confidence=high] 最终 SQL 前没有 db.execute 记录。","[AUTO confidence=medium] 预测与 gold 的聚合结构不同：having, max(。","detailed_schema_column_miss_or_compact_index_only","[""Match"", ""League"", ""Country"", ""Player"", ""Team"", ""Player_Attributes""]","[]","[""match.season""]","0","retrieval_context_risk","0","final_without_execution","false","true","0","0","0","0","0","Give the name of the league had the most matches in the 2008/2009 season?","SELECT League.name FROM Match JOIN League ON Match.league_id = League.id WHERE Match.season = '2008/2009' GROUP BY League.id, League.name ORDER BY COUNT(Match.id) DESC LIMIT 1","SELECT t1.name FROM League AS t1 JOIN Match AS t2 ON t1.id = t2.league_id WHERE t2.season = '2008/2009' GROUP BY t1.name HAVING COUNT(t2.id) = (SELECT MAX(match_count) FROM (SELECT COUNT(t2.id) AS match_count FROM Match AS t2 WHERE t2.season = '2008/2009' GROUP BY t2.league_id))"
"20260714T210045Z-11af1da6","bird_1094","european_football_2","challenging","AGGREGATION_REASONING","aggregation_or_grouping_mismatch","UNVERIFIED_FINAL","final_sql_rewritten_after_incorrect_observation","UNVERIFIED_FINAL","final_sql_rewritten_after_incorrect_observation","AGGREGATION_REASONING","aggregation_or_grouping_mismatch","2","tables, GROUP BY, LIMIT, aggregate","成功 observation 后若为了语义改写 SQL，先执行改写版本；记录改写的是投影、过滤、聚合还是排序。","生成 SQL 前明确统计对象、分组键、聚合函数和聚合后的排序字段。","[AUTO confidence=high] 最终 SQL 与最近执行 SQL 不同；最近 observation=successful rows; last execution differs from gold；结构改写=tables, GROUP BY, LIMIT, aggregate。","[AUTO confidence=medium] 预测与 gold 的聚合结构不同：sum(。","retrieval_complete_mining_abstained_semantic_failure","[""Player_Attributes"", ""Player"", ""Country"", ""League"", ""Match""]","[]","[]","1","first_nonmatching_execution","1","unverified_rewrite_after_nonmatching_execution","false","true","0","0","0","1","0","How much higher in percentage is Ariel Borysiuk's overall rating than that of Paulin Puel?","WITH ariel AS (SELECT pa.overall_rating FROM Player p JOIN Player_Attributes pa ON p.player_api_id = pa.player_api_id WHERE p.player_name = 'Ariel Borysiuk' ORDER BY pa.date DESC LIMIT 1), paulin AS (SELECT pa.overall_rating FROM Player p JOIN Player_Attributes pa ON p.player_api_id = pa.player_api_id WHERE p.player_name = 'Paulin Puel' ORDER BY pa.date DESC LIMIT 1) SELECT ((ariel.overall_rating - paulin.overall_rating) * 100.0 / paulin.overall_rating) AS percentage_higher FROM ariel, paulin;","SELECT (SUM(CASE WHEN t1.player_name = 'Ariel Borysiuk' THEN t2.overall_rating ELSE 0 END) * 1.0 - SUM(CASE WHEN t1.player_name = 'Paulin Puel' THEN t2.overall_rating ELSE 0 END)) * 100 / SUM(CASE WHEN t1.player_name = 'Paulin Puel' THEN t2.overall_rating ELSE 0 END) FROM Player AS t1 INNER JOIN Player_Attributes AS t2 ON t1.player_api_id = t2.player_api_id"
"20260714T210045Z-11af1da6","bird_1107","european_football_2","moderate","AGGREGATION_REASONING","sort_direction_or_order_scope_mismatch","AGGREGATION_REASONING","sort_direction_or_order_scope_mismatch","","","AGGREGATION_REASONING","sort_direction_or_order_scope_mismatch","1","","显式记录排序指标、方向以及排序发生在聚合前还是聚合后。","显式记录排序指标、方向以及排序发生在聚合前还是聚合后。","[AUTO confidence=medium] 排序结构不同：pred=['desc']，gold=['desc', 'desc']。","[AUTO confidence=medium] 排序结构不同：pred=['desc']，gold=['desc', 'desc']。","detailed_schema_column_miss_or_compact_index_only","[""Player_Attributes"", ""Match"", ""Team_Attributes"", ""Player"", ""Team"", ""Country""]","[]","[""player_attributes.date""]","1","retrieval_context_risk","0","final_same_as_last_execution","false","true","0","0","0","1","0","When was the first time did Kevin Constant have his highest crossing score? Give the date.","SELECT PA.date FROM Player AS P INNER JOIN Player_Attributes AS PA ON P.player_api_id = PA.player_api_id WHERE P.player_name = 'Kevin Constant' ORDER BY PA.crossing DESC, PA.date ASC LIMIT 1","SELECT `date` FROM ( SELECT t2.crossing, t2.`date` FROM Player AS t1 INNER JOIN Player_Attributes AS t2 ON t1.player_fifa_api_id = t2.player_fifa_api_id WHERE t1.player_name = 'Kevin Constant' ORDER BY t2.crossing DESC) ORDER BY date DESC LIMIT 1"
"20260714T210045Z-11af1da6","bird_1135","european_football_2","moderate","AGGREGATION_REASONING","aggregation_or_grouping_mismatch","UNVERIFIED_FINAL","final_sql_rewritten_after_incorrect_observation","UNVERIFIED_FINAL","final_sql_rewritten_after_incorrect_observation","AGGREGATION_REASONING","aggregation_or_grouping_mismatch","2","expression_or_projection_only","成功 observation 后若为了语义改写 SQL，先执行改写版本；记录改写的是投影、过滤、聚合还是排序。","生成 SQL 前明确统计对象、分组键、聚合函数和聚合后的排序字段。","[AUTO confidence=high] 最终 SQL 与最近执行 SQL 不同；最近 observation=successful rows; last execution differs from gold；结构改写=expression_or_projection_only。","[AUTO confidence=medium] 预测与 gold 的聚合结构不同：min(。","retrieval_complete_mining_abstained_semantic_failure","[""Player_Attributes"", ""Match"", ""Player"", ""Country""]","[]","[]","1","first_nonmatching_execution","1","unverified_rewrite_after_nonmatching_execution","false","true","0","0","0","1","0","Please provide top four football players' IDs who are among the lowest potential players and prefer to use the right foot when attacking.","SELECT DISTINCT Player_Attributes.player_api_id FROM Player_Attributes WHERE Player_Attributes.potential = (SELECT MIN(potential) FROM Player_Attributes) AND Player_Attributes.preferred_foot = 'right' ORDER BY Player_Attributes.player_api_id ASC LIMIT 4;","SELECT id FROM Player_Attributes WHERE preferred_foot = 'right' ORDER BY potential ASC LIMIT 4"
"20260714T210045Z-11af1da6","bird_1144","european_football_2","simple","OUTPUT_CONTRACT","output_column_count_mismatch","UNVERIFIED_FINAL","final_sql_rewritten_after_incorrect_observation","UNVERIFIED_FINAL","final_sql_rewritten_after_incorrect_observation","OUTPUT_CONTRACT","output_column_count_mismatch","2","tables","成功 observation 后若为了语义改写 SQL，先执行改写版本；记录改写的是投影、过滤、聚合还是排序。","生成输出契约并检查列数、顺序和每列含义。","[AUTO confidence=high] 最终 SQL 与最近执行 SQL 不同；最近 observation=successful rows; last execution differs from gold；结构改写=tables。","[AUTO confidence=medium] 预测列数=2，gold 列数=3；需复核 gold 合理性。","retrieval_complete_mining_abstained_semantic_failure","[""Player_Attributes"", ""Player"", ""Match"", ""Team_Attributes"", ""Team"", ""Country""]","[]","[]","1","first_nonmatching_execution","1","unverified_rewrite_after_nonmatching_execution","false","true","0","0","0","0","1","Please state the finishing rate and curve score of the player who has the heaviest weight.","SELECT PA.finishing, PA.curve FROM Player AS P INNER JOIN Player_Attributes AS PA ON P.player_api_id = PA.player_api_id WHERE P.weight = (SELECT MAX(weight) FROM Player) ORDER BY PA.date DESC LIMIT 1;","SELECT id, finishing, curve FROM Player_Attributes WHERE player_api_id = ( SELECT player_api_id FROM Player ORDER BY weight DESC LIMIT 1 ) LIMIT 1"
"20260714T210045Z-11af1da6","bird_847","formula_1","simple","AGGREGATION_REASONING","aggregation_or_grouping_mismatch","AGGREGATION_REASONING","aggregation_or_grouping_mismatch","","","AGGREGATION_REASONING","aggregation_or_grouping_mismatch","3","","生成 SQL 前明确统计对象、分组键、聚合函数和聚合后的排序字段。","生成 SQL 前明确统计对象、分组键、聚合函数和聚合后的排序字段。","[AUTO confidence=medium] 预测与 gold 的聚合结构不同：min(。","[AUTO confidence=medium] 预测与 gold 的聚合结构不同：min(。","retrieval_complete_mining_abstained_semantic_failure","[""qualifying"", ""results"", ""lapTimes"", ""pitStops"", ""constructors"", ""drivers"", ""races"", ""status""]","[]","[]","1","first_nonmatching_execution","3","unverified_rewrite_after_nonmatching_execution","false","true","2","0","0","0","1","What is the surname of the driver with the best lap time in race number 19 in the second qualifying period?","SELECT d.surname FROM qualifying q JOIN drivers d ON q.driverId = d.driverId WHERE q.raceId = 19 AND q.q2 = (SELECT MIN(q2) FROM qualifying WHERE raceId = 19 AND q2 IS NOT NULL) LIMIT 1","SELECT T2.surname FROM qualifying AS T1 INNER JOIN drivers AS T2 ON T2.driverId = T1.driverId WHERE T1.raceId = 19 ORDER BY T1.q2 ASC LIMIT 1"
"20260714T210045Z-11af1da6","bird_865","formula_1","moderate","OUTPUT_CONTRACT","output_column_count_mismatch","OUTPUT_CONTRACT","output_column_count_mismatch","","","OUTPUT_CONTRACT","output_column_count_mismatch","1","","生成输出契约并检查列数、顺序和每列含义。","生成输出契约并检查列数、顺序和每列含义。","[AUTO confidence=medium] 预测列数=1，gold 列数=2；需复核 gold 合理性。","[AUTO confidence=medium] 预测列数=1，gold 列数=2；需复核 gold 合理性。","retrieval_complete_mining_abstained_semantic_failure","[""drivers"", ""results"", ""driverStandings"", ""lapTimes"", ""pitStops"", ""races""]","[]","[]","1","first_nonmatching_execution","1","final_same_as_last_execution","false","true","0","0","0","1","0","For all the drivers who finished the game in race No. 592, who is the oldest?","SELECT drivers.forename || ' ' || drivers.surname AS name
FROM results
JOIN drivers ON results.driverId = drivers.driverId
WHERE results.raceId = 592
  AND results.time IS NOT NULL
ORDER BY drivers.dob ASC
LIMIT 1;","SELECT T1.forename, T1.surname FROM drivers AS T1 INNER JOIN results AS T2 ON T2.driverId = T1.driverId WHERE T2.raceId = 592 AND T2.time IS NOT NULL AND T1.dob IS NOT NULL ORDER BY T1.dob ASC LIMIT 1"
"20260714T210045Z-11af1da6","bird_879","formula_1","moderate","AGGREGATION_REASONING","aggregation_or_grouping_mismatch","UNVERIFIED_FINAL","final_sql_rewritten_after_incorrect_observation","UNVERIFIED_FINAL","final_sql_rewritten_after_incorrect_observation","AGGREGATION_REASONING","aggregation_or_grouping_mismatch","2","expression_or_projection_only","成功 observation 后若为了语义改写 SQL，先执行改写版本；记录改写的是投影、过滤、聚合还是排序。","生成 SQL 前明确统计对象、分组键、聚合函数和聚合后的排序字段。","[AUTO confidence=high] 最终 SQL 与最近执行 SQL 不同；最近 observation=successful rows; last execution differs from gold；结构改写=expression_or_projection_only。","[AUTO confidence=medium] 预测与 gold 的聚合结构不同：max(。","retrieval_complete_mining_abstained_semantic_failure","[""results"", ""qualifying"", ""drivers"", ""lapTimes"", ""constructors"", ""races"", ""pitStops""]","[]","[]","1","first_nonmatching_execution","1","unverified_rewrite_after_nonmatching_execution","false","true","0","0","0","0","1","For the driver who set the fastest lap speed, what is his nationality?","SELECT d.nationality FROM results AS r INNER JOIN drivers AS d ON d.driverId = r.driverId WHERE CAST(r.fastestLapSpeed AS REAL) = (SELECT MAX(CAST(fastestLapSpeed AS REAL)) FROM results WHERE fastestLapSpeed IS NOT NULL) LIMIT 1","SELECT T1.nationality FROM drivers AS T1 INNER JOIN results AS T2 ON T2.driverId = T1.driverId ORDER BY T2.fastestLapSpeed DESC LIMIT 1"
"20260714T210045Z-11af1da6","bird_896","formula_1","challenging","AGGREGATION_REASONING","aggregation_or_grouping_mismatch","AGGREGATION_REASONING","aggregation_or_grouping_mismatch","","","AGGREGATION_REASONING","aggregation_or_grouping_mismatch","1","","生成 SQL 前明确统计对象、分组键、聚合函数和聚合后的排序字段。","生成 SQL 前明确统计对象、分组键、聚合函数和聚合后的排序字段。","[AUTO confidence=medium] 预测与 gold 的聚合结构不同：sum(。","[AUTO confidence=medium] 预测与 gold 的聚合结构不同：sum(。","retrieval_complete_mining_abstained_semantic_failure","[""results"", ""constructorStandings"", ""driverStandings"", ""qualifying"", ""constructors"", ""drivers"", ""races"", ""status""]","[]","[]","1","first_nonmatching_execution","1","final_same_as_last_execution","false","true","0","0","0","1","0","Calculate the percentage whereby Hamilton was not at the 1st track of the the f1 circuit since 2010.","SELECT CAST(SUM(CASE WHEN results.position > 1 THEN 1 ELSE 0 END) AS REAL) * 100.0 / COUNT(results.raceId) AS percentage FROM results JOIN drivers ON results.driverId = drivers.driverId JOIN races ON results.raceId = races.raceId WHERE drivers.surname = 'Hamilton' AND races.year >= 2010;","SELECT CAST(COUNT(CASE WHEN T2.position <> 1 THEN T2.position END) AS REAL) * 100 / COUNT(T2.driverStandingsId) FROM races AS T1 INNER JOIN driverStandings AS T2 ON T2.raceId = T1.raceId INNER JOIN drivers AS T3 ON T3.driverId = T2.driverId WHERE T3.surname = 'Hamilton' AND T1.year >= 2010"
"20260714T210045Z-11af1da6","bird_897","formula_1","moderate","OUTPUT_CONTRACT","output_column_count_mismatch","OUTPUT_CONTRACT","output_column_count_mismatch","","","OUTPUT_CONTRACT","output_column_count_mismatch","1","","生成输出契约并检查列数、顺序和每列含义。","生成输出契约并检查列数、顺序和每列含义。","[AUTO confidence=medium] 预测列数=3，gold 列数=4；需复核 gold 合理性。","[AUTO confidence=medium] 预测列数=3，gold 列数=4；需复核 gold 合理性。","retrieval_complete_mining_abstained_semantic_failure","[""drivers"", ""constructors"", ""driverStandings"", ""circuits"", ""qualifying"", ""races"", ""constructorResults"", ""results""]","[]","[]","1","first_nonmatching_execution","1","final_same_as_last_execution","false","true","0","0","0","1","0","Name the driver with the most winning. Mention his nationality and what is his maximum point scores.","SELECT d.forename || ' ' || d.surname AS driver_name, d.nationality, MAX(ds.points) AS max_point_scores FROM driverStandings AS ds JOIN drivers AS d ON ds.driverId = d.driverId GROUP BY d.driverId, d.forename, d.surname, d.nationality ORDER BY MAX(ds.wins) DESC, MAX(ds.points) DESC LIMIT 1","SELECT T1.forename, T1.surname, T1.nationality, MAX(T2.points) FROM drivers AS T1 INNER JOIN driverStandings AS T2 ON T2.driverId = T1.driverId WHERE T2.wins >= 1 GROUP BY T1.forename, T1.surname, T1.nationality ORDER BY COUNT(T2.wins) DESC LIMIT 1"
"20260714T210045Z-11af1da6","bird_902","formula_1","simple","SCHEMA_LINKING","table_or_join_path_mismatch","SCHEMA_LINKING","table_or_join_path_mismatch","","","SCHEMA_LINKING","table_or_join_path_mismatch","1","","生成 SQL 前记录表、字段来源和 JOIN 路径，并通过 Schema 校验。","生成 SQL 前记录表、字段来源和 JOIN 路径，并通过 Schema 校验。","[AUTO confidence=medium] 表集合不同：pred=['drivers', 'laptimes', 'races']，gold=['drivers', 'driverstandings', 'races']；需复核 gold。","[AUTO confidence=medium] 表集合不同：pred=['drivers', 'laptimes', 'races']，gold=['drivers', 'driverstandings', 'races']；需复核 gold。","retrieval_complete_mining_abstained_semantic_failure","[""qualifying"", ""drivers"", ""driverStandings"", ""lapTimes"", ""constructors"", ""results"", ""races""]","[]","[]","1","first_nonmatching_execution","1","final_same_as_last_execution","false","true","0","0","0","0","1","Which race was Alex Yoong in when he was in track number less than 20?","SELECT DISTINCT races.name FROM drivers INNER JOIN lapTimes ON drivers.driverId = lapTimes.driverId INNER JOIN races ON lapTimes.raceId = races.raceId WHERE drivers.forename = 'Alex' AND drivers.surname = 'Yoong' AND lapTimes.position < 20 ORDER BY races.name","SELECT T1.name FROM races AS T1 INNER JOIN driverStandings AS T2 ON T2.raceId = T1.raceId INNER JOIN drivers AS T3 ON T3.driverId = T2.driverId WHERE T3.forename = 'Alex' AND T3.surname = 'Yoong' AND T2.position < 20"
