run_id,id,db_id,difficulty,step_index,event_sequence,turn,action_type,sql,tables,projection_count,sql_delta_from_previous,observation_state,result_matches_gold,transition_type,is_first_nonmatching_execution,retrieval_diagnostic,semantic_error_class,semantic_subcategory,state_payload
20260808T014543Z-d19893f9,bird_906,formula_1,moderate,1,1,1,db.execute,"SELECT d.driverId, d.forename, d.surname, MIN(r.year) AS first_year FROM drivers d JOIN results res ON d.driverId = res.driverId JOIN races r ON res.raceId = r.raceId WHERE d.forename = 'Lewis' AND d.surname = 'Hamilton'","[""drivers"", ""races"", ""results""]",4,initial_sql,nonmatching,false,initial_execution_nonmatching,true,retrieval_complete_mining_abstained_semantic_failure,SCHEMA_LINKING,table_or_join_path_mismatch,
20260808T014543Z-d19893f9,bird_906,formula_1,moderate,2,2,2,FINAL,"SELECT r.name, res.points FROM results AS res INNER JOIN drivers AS d ON res.driverId = d.driverId INNER JOIN races AS r ON res.raceId = r.raceId WHERE d.forename = 'Lewis' AND d.surname = 'Hamilton' AND r.year = (SELECT MIN(r2.year) FROM results AS res2 INNER JOIN drivers AS d2 ON res2.driverId = d2.driverId INNER JOIN races AS r2 ON res2.raceId = r2.raceId WHERE d2.forename = 'Lewis' AND d2.surname = 'Hamilton') ORDER BY r.round ASC, r.date ASC LIMIT 1;","[""drivers"", ""races"", ""results""]",2,"projection_count,order_by,limit",benchmark_nonmatching_final,false,unverified_rewrite_after_nonmatching_execution,false,retrieval_complete_mining_abstained_semantic_failure,SCHEMA_LINKING,table_or_join_path_mismatch,
20260808T014543Z-d19893f9,bird_584,codebase_community,moderate,1,1,1,db.execute,"SELECT Id, Title FROM posts WHERE Title = 'Why square the difference instead of taking the absolute value in standard deviation?'","[""posts""]",2,initial_sql,nonmatching,false,initial_execution_nonmatching,true,retrieval_complete_mining_abstained_semantic_failure,SCHEMA_LINKING,table_or_join_path_mismatch,
20260808T014543Z-d19893f9,bird_584,codebase_community,moderate,2,2,2,db.execute,"SELECT Id, PostHistoryTypeId, UserId, CreationDate, Comment FROM postHistory WHERE PostId = 118 ORDER BY CreationDate","[""posthistory""]",5,"tables_or_join,projection_count,order_by",nonmatching,false,remained_nonmatching,false,retrieval_complete_mining_abstained_semantic_failure,SCHEMA_LINKING,table_or_join_path_mismatch,
20260808T014543Z-d19893f9,bird_584,codebase_community,moderate,3,3,3,FINAL,"SELECT c.Text FROM comments AS c WHERE c.UserId IN (SELECT DISTINCT ph.UserId FROM postHistory AS ph INNER JOIN posts AS p ON ph.PostId = p.Id WHERE p.Title = 'Why square the difference instead of taking the absolute value in standard deviation?' AND ph.PostHistoryTypeId IN (4, 5)) ORDER BY c.Id","[""comments"", ""posthistory"", ""posts""]",1,"tables_or_join,projection_count,distinct",benchmark_nonmatching_final,false,unverified_rewrite_after_nonmatching_execution,false,retrieval_complete_mining_abstained_semantic_failure,SCHEMA_LINKING,table_or_join_path_mismatch,
20260808T014543Z-d19893f9,bird_465,card_games,moderate,1,1,1,db.execute,"SELECT DISTINCT fd.language, fd.name, c.setCode, c.name FROM cards AS c INNER JOIN foreign_data AS fd ON c.uuid = fd.uuid WHERE c.name = 'Ancestor''s Chosen' AND fd.language = 'Korean';","[""cards"", ""foreign_data""]",4,initial_sql,empty_nonmatching,false,initial_execution_nonmatching,true,retrieval_complete_mining_abstained_semantic_failure,SCHEMA_LINKING,table_or_join_path_mismatch,
20260808T014543Z-d19893f9,bird_465,card_games,moderate,2,3,2,FINAL,SELECT CASE WHEN EXISTS (SELECT 1 FROM cards AS c INNER JOIN foreign_data AS fd ON c.uuid = fd.uuid WHERE c.name = 'Ancestor''s Chosen' AND fd.language = 'Korean') THEN 'Yes' ELSE 'No' END AS answer;,"[""cards"", ""foreign_data""]",,"projection_count,distinct",benchmark_nonmatching_final,false,unverified_rewrite_after_nonmatching_execution,false,retrieval_complete_mining_abstained_semantic_failure,SCHEMA_LINKING,table_or_join_path_mismatch,
20260808T014543Z-d19893f9,bird_145,financial,moderate,1,1,1,db.execute,"SELECT COUNT(*) AS cnt, MIN(date), MAX(date) FROM trans WHERE operation = 'VYBER KARTOU' AND date BETWEEN '1998-01-01' AND '1998-12-31';","[""trans""]",3,initial_sql,nonmatching,false,initial_execution_nonmatching,true,retrieval_complete_mining_abstained_semantic_failure,SCHEMA_LINKING,table_or_join_path_mismatch,
20260808T014543Z-d19893f9,bird_145,financial,moderate,2,2,1,db.execute,"SELECT COUNT(*) AS cnt, AVG(amount) AS avg_amount FROM trans WHERE operation = 'VYBER KARTOU' AND date BETWEEN '1998-01-01' AND '1998-12-31';","[""trans""]",2,projection_count,nonmatching,false,remained_nonmatching,false,retrieval_complete_mining_abstained_semantic_failure,SCHEMA_LINKING,table_or_join_path_mismatch,
20260808T014543Z-d19893f9,bird_145,financial,moderate,3,3,1,db.execute,"SELECT COUNT(*) AS cnt, MIN(date), MAX(date) FROM trans WHERE operation = 'VYBER KARTOU' AND date BETWEEN '1998-01-01' AND '1998-12-31';","[""trans""]",3,projection_count,nonmatching,false,remained_nonmatching,false,retrieval_complete_mining_abstained_semantic_failure,SCHEMA_LINKING,table_or_join_path_mismatch,
20260808T014543Z-d19893f9,bird_145,financial,moderate,4,4,2,FINAL,SELECT DISTINCT C.client_id FROM trans AS T INNER JOIN account AS A ON T.account_id = A.account_id INNER JOIN disp AS D ON A.account_id = D.account_id INNER JOIN client AS C ON D.client_id = C.client_id WHERE T.operation = 'VYBER KARTOU' AND T.date BETWEEN '1998-01-01' AND '1998-12-31' AND D.type = 'OWNER' AND T.amount < (SELECT AVG(T2.amount) FROM trans AS T2 WHERE T2.operation = 'VYBER KARTOU' AND T2.date BETWEEN '1998-01-01' AND '1998-12-31') ORDER BY C.client_id,"[""account"", ""client"", ""disp"", ""trans""]",1,"tables_or_join,projection_count,order_by,distinct",benchmark_nonmatching_final,false,unverified_rewrite_after_nonmatching_execution,false,retrieval_complete_mining_abstained_semantic_failure,SCHEMA_LINKING,table_or_join_path_mismatch,
